"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
18526,"18526","Trường Tiểu học Lê 18526","TP. Hồ Chí Minh","Tiểu học","Dân lập",2007,18,7,"7.19","86.11","7.81","6.39","7.59",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18527,"18527","Trường THPT Vũ 18527","Đà Nẵng","THPT","Dân lập",1974,51,10,"6.59","87.34","7.98","7.15","7.53",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18528,"18528","Trường Tiểu học Phạm 18528","Thanh Hóa","Tiểu học","Công lập",1977,48,4,"9.21","86.28","6.52","7.90","8.44",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18529,"18529","Trường THCS Hoàng 18529","Bình Dương","THCS","Công lập",1962,63,9,"7.87","89.98","7.85","7.82","8.20",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18530,"18530","Trường Tiểu học Lê 18530","TP. Hồ Chí Minh","Tiểu học","Công lập",1999,26,10,"7.36","89.05","7.30","7.91","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18531,"18531","Trường Liên cấp XYZ 18531","Đà Nẵng","Phổ thông Liên cấp","Quốc tế",1974,51,13,"7.44","89.08","7.00","8.15","7.92",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18532,"18532","Trường Tiểu học Lê 18532","TP. Hồ Chí Minh","Tiểu học","Dân lập",2009,16,7,"7.10","89.87","7.49","7.03","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18533,"18533","Trường Liên cấp XYZ 18533","Thanh Hóa","Phổ thông Liên cấp","Dân lập",1971,54,7,"7.05","90.61","7.25","6.75","7.64",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18534,"18534","Trường THCS Vũ 18534","Cần Thơ","THCS","Dân lập",2004,21,12,"7.28","89.42","7.63","7.32","7.84",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18535,"18535","Trường THCS Phạm 18535","Cần Thơ","THCS","Công lập",1965,60,16,"7.65","89.03","7.45","8.08","8.06",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18536,"18536","Trường THCS Hoàng 18536","Cần Thơ","THCS","Công lập",1975,50,14,"7.14","88.71","7.81","7.81","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18537,"18537","Trường THCS Vũ 18537","TP. Hồ Chí Minh","THCS","Dân lập",1987,38,2,"8.30","95.95","8.39","9.68","8.91",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18538,"18538","Trường THPT Đặng 18538","Bình Dương","THPT","Công lập",1993,32,11,"7.40","90.14","8.06","7.17","7.95",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18539,"18539","Trường Tiểu học Mai 18539","Nghệ An","Tiểu học","Dân lập",1972,53,11,"7.15","89.02","7.33","6.71","7.64",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18540,"18540","Trường Liên cấp XYZ 18540","Nghệ An","Phổ thông Liên cấp","Công lập",2001,24,11,"6.91","91.98","7.04","7.52","7.71",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18541,"18541","Trường Tiểu học Dương 18541","Hà Nội","Tiểu học","Dân lập",1967,58,13,"7.78","88.76","7.54","7.24","7.99",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18542,"18542","Trường THCS Lê 18542","Thanh Hóa","THCS","Công lập",1992,33,6,"6.64","91.18","6.89","8.44","7.69",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18543,"18543","Trường Liên cấp XYZ 18543","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",2009,16,8,"7.03","93.35","7.16","7.21","7.77",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18544,"18544","Trường THCS Hoàng 18544","Thanh Hóa","THCS","Công lập",1988,37,10,"7.72","90.22","8.04","8.20","8.23",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18545,"18545","Trường THCS Phạm 18545","Bình Dương","THCS","Công lập",1977,48,8,"8.08","87.85","7.90","8.02","8.26",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18546,"18546","Trường Liên cấp XYZ 18546","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",2008,17,4,"7.75","92.18","7.36","6.80","7.99",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18547,"18547","Trường THPT Mai 18547","Bình Dương","THPT","Công lập",1989,36,11,"7.93","91.92","7.38","7.64","8.18",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18548,"18548","Trường THCS Lê 18548","Nghệ An","THCS","Dân lập",1965,60,10,"7.70","92.73","8.67","7.45","8.28",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18549,"18549","Trường Liên cấp XYZ 18549","Bình Dương","Phổ thông Liên cấp","Dân lập",2001,24,11,"7.60","93.59","7.20","8.08","8.14",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18550,"18550","Trường Liên cấp XYZ 18550","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1972,53,16,"6.85","88.46","7.24","7.67","7.63",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18551,"18551","Trường THCS Mai 18551","TP. Hồ Chí Minh","THCS","Dân lập",1969,56,6,"7.36","90.75","6.79","6.69","7.68",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18552,"18552","Trường Liên cấp XYZ 18552","Nghệ An","Phổ thông Liên cấp","Công lập",1972,53,8,"7.25","91.30","6.67","7.21","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18553,"18553","Trường THCS Hoàng 18553","Nghệ An","THCS","Dân lập",1981,44,10,"7.91","87.79","8.05","7.22","8.09",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18554,"18554","Trường THCS Nguyễn 18554","Bình Dương","THCS","Công lập",1965,60,8,"7.73","90.66","7.34","7.61","8.05",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18555,"18555","Trường THCS Mai 18555","Nghệ An","THCS","Công lập",1992,33,8,"7.67","90.21","7.30","7.39","7.98",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18556,"18556","Trường Tiểu học Mai 18556","Bình Dương","Tiểu học","Dân lập",1993,32,13,"7.80","89.61","6.91","7.58","7.98",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18557,"18557","Trường Tiểu học Phạm 18557","Bình Dương","Tiểu học","Quốc tế",1986,39,12,"7.34","87.92","7.91","6.92","7.80",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18558,"18558","Trường Tiểu học Lê 18558","Hà Nội","Tiểu học","Dân lập",1998,27,7,"8.06","92.16","8.57","7.31","8.37",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18559,"18559","Trường THPT Đặng 18559","Thanh Hóa","THPT","Công lập",1971,54,10,"7.06","89.96","7.78","7.17","7.77",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18560,"18560","Trường THPT Dương 18560","Thanh Hóa","THPT","Dân lập",2004,21,10,"7.17","85.01","7.47","7.41","7.65",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18561,"18561","Trường Tiểu học Mai 18561","Hải Phòng","Tiểu học","Quốc tế",1988,37,11,"7.40","87.20","8.07","7.15","7.86",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18562,"18562","Trường Tiểu học Bùi 18562","TP. Hồ Chí Minh","Tiểu học","Công lập",1993,32,14,"7.36","89.87","7.63","7.49","7.91",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18563,"18563","Trường THPT Phạm 18563","Nghệ An","THPT","Quốc tế",1988,37,13,"6.82","89.08","8.28","7.34","7.75",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18564,"18564","Trường Liên cấp XYZ 18564","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",2008,17,13,"7.34","90.01","7.17","7.28","7.81",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18565,"18565","Trường THCS Trần 18565","Cần Thơ","THCS","Công lập",1966,59,14,"7.50","90.04","6.98","6.84","7.78",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18566,"18566","Trường THCS Bùi 18566","Hà Nội","THCS","Dân lập",1985,40,13,"7.26","92.05","7.06","8.02","7.93",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18567,"18567","Trường Tiểu học Vũ 18567","Đà Nẵng","Tiểu học","Công lập",1961,64,9,"6.77","90.06","8.04","6.23","7.55",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18568,"18568","Trường THPT Bùi 18568","Thanh Hóa","THPT","Dân lập",1978,47,9,"7.15","91.91","7.36","7.53","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18569,"18569","Trường THPT Mai 18569","Hà Nội","THPT","Dân lập",2002,23,6,"6.60","88.28","7.89","7.35","7.57",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18570,"18570","Trường THPT Trần 18570","Bình Dương","THPT","Quốc tế",1970,55,8,"7.63","88.24","7.56","7.85","8.01",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18571,"18571","Trường Liên cấp XYZ 18571","Nghệ An","Phổ thông Liên cấp","Dân lập",1985,40,12,"7.42","90.48","7.89","7.11","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18572,"18572","Trường Tiểu học Dương 18572","Hải Phòng","Tiểu học","Công lập",1976,49,12,"8.32","90.32","7.86","7.41","8.33",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18573,"18573","Trường Tiểu học Lê 18573","Thanh Hóa","Tiểu học","Quốc tế",1975,50,10,"7.73","89.37","7.57","7.76","8.07",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18574,"18574","Trường THCS Mai 18574","Cần Thơ","THCS","Quốc tế",1977,48,9,"6.91","89.52","6.81","8.32","7.72",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18575,"18575","Trường Tiểu học Bùi 18575","Nghệ An","Tiểu học","Quốc tế",1986,39,16,"7.17","86.98","7.70","7.54","7.76",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18576,"18576","Trường Tiểu học Hoàng 18576","Bình Dương","Tiểu học","Quốc tế",2003,22,11,"7.29","92.90","7.93","7.24","7.98",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18577,"18577","Trường THPT Mai 18577","Hà Nội","THPT","Quốc tế",1994,31,9,"7.53","91.38","7.42","8.05","8.07",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18578,"18578","Trường THPT Bùi 18578","Đà Nẵng","THPT","Dân lập",1976,49,8,"7.77","89.38","7.45","6.85","7.94",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18579,"18579","Trường THPT Phạm 18579","Thanh Hóa","THPT","Công lập",2001,24,15,"7.16","87.93","7.39","8.02","7.81",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18580,"18580","Trường THPT Bùi 18580","TP. Hồ Chí Minh","THPT","Dân lập",1981,44,12,"7.54","89.39","7.56","7.97","8.03",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18581,"18581","Trường THPT Lê 18581","Cần Thơ","THPT","Dân lập",1990,35,12,"7.45","89.63","7.19","7.93","7.94",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18582,"18582","Trường THCS Trần 18582","Hà Nội","THCS","Dân lập",2006,19,10,"7.86","88.45","6.93","7.30","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18583,"18583","Trường THCS Hoàng 18583","Cần Thơ","THCS","Dân lập",1989,36,9,"7.30","90.74","7.22","7.28","7.82",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18584,"18584","Trường Tiểu học Nguyễn 18584","Hải Phòng","Tiểu học","Công lập",1971,54,10,"7.35","91.31","7.40","7.51","7.91",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18585,"18585","Trường THCS Trần 18585","Bình Dương","THCS","Quốc tế",1998,27,4,"7.74","90.20","7.64","8.14","8.17",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18586,"18586","Trường Liên cấp XYZ 18586","Nghệ An","Phổ thông Liên cấp","Quốc tế",1984,41,12,"7.23","91.09","8.03","7.38","7.94",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18587,"18587","Trường Liên cấp XYZ 18587","Nghệ An","Phổ thông Liên cấp","Dân lập",2002,23,13,"7.47","91.57","6.99","7.33","7.88",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18588,"18588","Trường THPT Vũ 18588","Hà Nội","THPT","Dân lập",1998,27,9,"7.15","91.20","7.38","7.80","7.87",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18589,"18589","Trường Liên cấp XYZ 18589","Đà Nẵng","Phổ thông Liên cấp","Quốc tế",1994,31,4,"6.36","89.40","7.38","7.84","7.51",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18590,"18590","Trường THCS Mai 18590","Thanh Hóa","THCS","Công lập",1972,53,7,"6.50","88.51","7.38","6.87","7.39",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18591,"18591","Trường Liên cấp XYZ 18591","Đà Nẵng","Phổ thông Liên cấp","Công lập",1961,64,12,"7.38","89.16","7.70","7.55","7.92",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18592,"18592","Trường Tiểu học Lê 18592","Cần Thơ","Tiểu học","Quốc tế",1976,49,7,"6.73","87.03","7.33","7.47","7.52",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18593,"18593","Trường THPT Vũ 18593","Hà Nội","THPT","Dân lập",1980,45,10,"7.49","88.68","7.91","7.06","7.90",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18594,"18594","Trường Liên cấp XYZ 18594","Cần Thơ","Phổ thông Liên cấp","Công lập",1960,65,7,"8.07","90.83","7.38","6.74","8.07",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18595,"18595","Trường Tiểu học Trần 18595","Cần Thơ","Tiểu học","Công lập",1985,40,9,"7.00","91.01","7.76","6.94","7.74",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18596,"18596","Trường Liên cấp XYZ 18596","Hà Nội","Phổ thông Liên cấp","Quốc tế",1965,60,14,"7.29","89.87","7.16","7.46","7.80",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18597,"18597","Trường THCS Vũ 18597","Hà Nội","THCS","Công lập",1990,35,8,"8.08","91.04","6.50","7.79","8.11",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18598,"18598","Trường THCS Bùi 18598","Cần Thơ","THCS","Dân lập",1963,62,9,"6.78","90.61","8.31","7.44","7.80",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18599,"18599","Trường THPT Đặng 18599","Thanh Hóa","THPT","Quốc tế",2009,16,9,"8.19","89.19","7.16","6.55","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18600,"18600","Trường Liên cấp XYZ 18600","Cần Thơ","Phổ thông Liên cấp","Quốc tế",1974,51,9,"7.32","87.56","6.82","8.05","7.78",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18601,"18601","Trường Liên cấp XYZ 18601","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1966,59,9,"7.87","89.14","7.97","8.06","8.23",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18602,"18602","Trường THPT Trần 18602","Bình Dương","THPT","Quốc tế",1999,26,13,"7.45","88.87","7.92","7.00","7.88",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18603,"18603","Trường THPT Đặng 18603","Đà Nẵng","THPT","Quốc tế",1984,41,6,"7.17","93.77","7.04","7.27","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18604,"18604","Trường THCS Phạm 18604","Nghệ An","THCS","Dân lập",2009,16,12,"7.22","90.16","7.61","7.02","7.79",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18605,"18605","Trường Tiểu học Vũ 18605","Hà Nội","Tiểu học","Quốc tế",2009,16,11,"7.52","89.18","7.53","7.28","7.91",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18606,"18606","Trường Liên cấp XYZ 18606","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",2007,18,9,"7.41","89.08","7.28","8.08","7.94",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18607,"18607","Trường THCS Đặng 18607","Cần Thơ","THCS","Dân lập",1976,49,8,"7.38","87.69","7.15","8.01","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18608,"18608","Trường THPT Trần 18608","Hải Phòng","THPT","Quốc tế",1997,28,12,"7.10","87.97","8.00","7.20","7.76",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18609,"18609","Trường THCS Dương 18609","Nghệ An","THCS","Công lập",1970,55,12,"7.48","89.71","7.63","7.39","7.94",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18610,"18610","Trường THPT Dương 18610","Thanh Hóa","THPT","Công lập",1963,62,10,"7.96","91.80","7.20","7.94","8.21",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18611,"18611","Trường Liên cấp XYZ 18611","Hải Phòng","Phổ thông Liên cấp","Dân lập",1981,44,6,"6.75","89.45","7.52","7.68","7.66",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18612,"18612","Trường Tiểu học Hoàng 18612","Nghệ An","Tiểu học","Dân lập",1996,29,7,"7.71","94.96","8.30","7.62","8.32",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18613,"18613","Trường Liên cấp XYZ 18613","Cần Thơ","Phổ thông Liên cấp","Dân lập",1999,26,12,"7.75","90.58","7.17","7.41","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18614,"18614","Trường Tiểu học Lê 18614","Cần Thơ","Tiểu học","Quốc tế",2005,20,4,"7.55","90.05","8.47","8.49","8.26",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18615,"18615","Trường THCS Dương 18615","Hải Phòng","THCS","Công lập",1960,65,11,"7.31","87.61","7.19","7.05","7.69",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18616,"18616","Trường THPT Lê 18616","Bình Dương","THPT","Công lập",1997,28,10,"7.41","88.02","7.17","7.76","7.84",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18617,"18617","Trường THPT Hoàng 18617","Cần Thơ","THPT","Quốc tế",1983,42,6,"7.68","90.57","7.42","8.09","8.12",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18618,"18618","Trường Tiểu học Đặng 18618","Đà Nẵng","Tiểu học","Quốc tế",1995,30,1,"7.99","90.10","6.52","8.65","8.17",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18619,"18619","Trường THPT Dương 18619","TP. Hồ Chí Minh","THPT","Công lập",1973,52,5,"7.14","89.56","6.89","6.27","7.52",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18620,"18620","Trường THCS Nguyễn 18620","Bình Dương","THCS","Quốc tế",1983,42,8,"7.02","91.00","7.03","7.12","7.66",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18621,"18621","Trường THCS Nguyễn 18621","Hà Nội","THCS","Dân lập",1977,48,10,"6.85","89.14","7.86","7.46","7.71",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18622,"18622","Trường Tiểu học Bùi 18622","Nghệ An","Tiểu học","Công lập",1986,39,12,"7.57","93.38","7.79","6.84","8.03",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
